ProductID,DES_Producto,CategoryName,SubcategoryName,Size,Weight
450,Lock Nut 10,No Consta,No Consta,,
451,Lock Nut 11,No Consta,No Consta,,
452,Lock Nut 2,No Consta,No Consta,,
453,Lock Nut 20,No Consta,No Consta,,
454,Lock Nut 21,No Consta,No Consta,,
455,Lock Nut 3,No Consta,No Consta,,
456,Lock Nut 14,No Consta,No Consta,,
457,Lock Nut 15,No Consta,No Consta,,
458,Lock Nut 4,No Consta,No Consta,,
459,Lock Nut 19,No Consta,No Consta,,
460,Lock Nut 18,No Consta,No Consta,,
461,Lock Ring,No Consta,No Consta,,
462,Lower Head Race,No Consta,No Consta,,
463,Lock Washer 4,No Consta,No Consta,,
464,Lock Washer 5,No Consta,No Consta,,
465,Lock Washer 10,No Consta,No Consta,,
466,Lock Washer 6,No Consta,No Consta,,
467,Lock Washer 13,No Consta,No Consta,,
468,Lock Washer 8,No Consta,No Consta,,
469,Lock Washer 1,No Consta,No Consta,,
470,Lock Washer 7,No Consta,No Consta,,
471,Lock Washer 12,No Consta,No Consta,,
472,Lock Washer 2,No Consta,No Consta,,
473,Lock Washer 9,No Consta,No Consta,,
474,Lock Washer 3,No Consta,No Consta,,
475,Lock Washer 11,No Consta,No Consta,,
476,Metal Angle,No Consta,No Consta,,
477,Metal Bar 1,No Consta,No Consta,,
478,Metal Bar 2,No Consta,No Consta,,
479,Metal Plate 2,No Consta,No Consta,,
480,Metal Plate 1,No Consta,No Consta,,
481,Metal Plate 3,No Consta,No Consta,,
482,Metal Sheet 2,No Consta,No Consta,,
483,Metal Sheet 3,No Consta,No Consta,,
484,Metal Sheet 7,No Consta,No Consta,,
485,Metal Sheet 4,No Consta,No Consta,,
486,Metal Sheet 5,No Consta,No Consta,,
487,Metal Sheet 6,No Consta,No Consta,,
488,Metal Sheet 1,No Consta,No Consta,,
489,Metal Tread Plate,No Consta,No Consta,,
490,LL Nipple,No Consta,No Consta,,
491,HL Nipple,No Consta,No Consta,,
492,Paint - Black,No Consta,No Consta,,
493,Paint - Red,No Consta,No Consta,,
494,Paint - Silver,No Consta,No Consta,,
495,Paint - Blue,No Consta,No Consta,,
496,Paint - Yellow,No Consta,No Consta,,
497,Pinch Bolt,No Consta,No Consta,,
504,Cup-Shaped Race,No Consta,No Consta,,
505,Cone-Shaped Race,No Consta,No Consta,,
506,Reflector,No Consta,No Consta,,
514,LL Mountain Seat Assembly,No Consta,No Consta,,
515,ML Mountain Seat Assembly,No Consta,No Consta,,
516,HL Mountain Seat Assembly,No Consta,No Consta,,
517,LL Road Seat Assembly,No Consta,No Consta,,
518,ML Road Seat Assembly,No Consta,No Consta,,
519,HL Road Seat Assembly,No Consta,No Consta,,
520,LL Touring Seat Assembly,No Consta,No Consta,,
521,ML Touring Seat Assembly,No Consta,No Consta,,
522,HL Touring Seat Assembly,No Consta,No Consta,,
523,LL Spindle/Axle,No Consta,No Consta,,
524,HL Spindle/Axle,No Consta,No Consta,,
525,LL Shell,No Consta,No Consta,,
526,HL Shell,No Consta,No Consta,,
527,Spokes,No Consta,No Consta,,
528,Seat Lug,No Consta,No Consta,,
529,Stem,No Consta,No Consta,,
530,Seat Post,No Consta,No Consta,,
531,Steerer,No Consta,No Consta,,
532,Seat Stays,No Consta,No Consta,,
533,Seat Tube,No Consta,No Consta,,
534,Top Tube,No Consta,No Consta,,
535,Tension Pulley,No Consta,No Consta,,
679,Rear Derailleur Cage,No Consta,No Consta,,
707,"Sport-100 Helmet, Red",Accessories,Helmets,,
708,"Sport-100 Helmet, Black",Accessories,Helmets,,
711,"Sport-100 Helmet, Blue",Accessories,Helmets,,
712,AWC Logo Cap,Clothing,Caps,,
802,LL Fork,Components,Forks,,
803,ML Fork,Components,Forks,,
804,HL Fork,Components,Forks,,
805,LL Headset,Components,Headsets,,
806,ML Headset,Components,Headsets,,
807,HL Headset,Components,Headsets,,
808,LL Mountain Handlebars,Components,Handlebars,,
809,ML Mountain Handlebars,Components,Handlebars,,
810,HL Mountain Handlebars,Components,Handlebars,,
811,LL Road Handlebars,Components,Handlebars,,
812,ML Road Handlebars,Components,Handlebars,,
813,HL Road Handlebars,Components,Handlebars,,
815,LL Mountain Front Wheel,Components,Wheels,,
816,ML Mountain Front Wheel,Components,Wheels,,
817,HL Mountain Front Wheel,Components,Wheels,,
821,Touring Front Wheel,Components,Wheels,,
823,LL Mountain Rear Wheel,Components,Wheels,,
824,ML Mountain Rear Wheel,Components,Wheels,,
825,HL Mountain Rear Wheel,Components,Wheels,,
829,Touring Rear Wheel,Components,Wheels,,
842,"Touring-Panniers, Large",Accessories,Panniers,,
843,Cable Lock,Accessories,Locks,,
844,Minipump,Accessories,Pumps,,
845,Mountain Pump,Accessories,Pumps,,
846,Taillights - Battery-Powered,Accessories,Lights,,
847,Headlights - Dual-Beam,Accessories,Lights,,
848,Headlights - Weatherproof,Accessories,Lights,,
870,Water Bottle - 30 oz.,Accessories,Bottles and Cages,,
871,Mountain Bottle Cage,Accessories,Bottles and Cages,,
872,Road Bottle Cage,Accessories,Bottles and Cages,,
873,Patch Kit/8 Patches,Accessories,Tires and Tubes,,
876,Hitch Rack - 4-Bike,Accessories,Bike Racks,,
877,Bike Wash - Dissolver,Accessories,Cleaners,,
878,Fender Set - Mountain,Accessories,Fenders,,
879,All-Purpose Bike Stand,Accessories,Bike Stands,,
908,LL Mountain Seat/Saddle,Components,Saddles,,
909,ML Mountain Seat/Saddle,Components,Saddles,,
910,HL Mountain Seat/Saddle,Components,Saddles,,
911,LL Road Seat/Saddle,Components,Saddles,,
912,ML Road Seat/Saddle,Components,Saddles,,
913,HL Road Seat/Saddle,Components,Saddles,,
914,LL Touring Seat/Saddle,Components,Saddles,,
915,ML Touring Seat/Saddle,Components,Saddles,,
916,HL Touring Seat/Saddle,Components,Saddles,,
921,Mountain Tire Tube,Accessories,Tires and Tubes,,
922,Road Tire Tube,Accessories,Tires and Tubes,,
923,Touring Tire Tube,Accessories,Tires and Tubes,,
928,LL Mountain Tire,Accessories,Tires and Tubes,,
929,ML Mountain Tire,Accessories,Tires and Tubes,,
930,HL Mountain Tire,Accessories,Tires and Tubes,,
931,LL Road Tire,Accessories,Tires and Tubes,,
932,ML Road Tire,Accessories,Tires and Tubes,,
933,HL Road Tire,Accessories,Tires and Tubes,,
934,Touring Tire,Accessories,Tires and Tubes,,
941,Touring Pedal,Components,Pedals,,
946,LL Touring Handlebars,Components,Handlebars,,
947,HL Touring Handlebars,Components,Handlebars,,
952,Chain,Components,Chains,,
709,"Mountain Bike Socks, M",Clothing,Socks,M,
710,"Mountain Bike Socks, L",Clothing,Socks,L,
713,"Long-Sleeve Logo Jersey, S",Clothing,Jerseys,S,
714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,M,
715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,L,
716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,XL,
841,"Men's Sports Shorts, S",Clothing,Shorts,S,
849,"Men's Sports Shorts, M",Clothing,Shorts,M,
850,"Men's Sports Shorts, L",Clothing,Shorts,L,
851,"Men's Sports Shorts, XL",Clothing,Shorts,XL,
852,"Women's Tights, S",Clothing,Tights,S,
853,"Women's Tights, M",Clothing,Tights,M,
854,"Women's Tights, L",Clothing,Tights,L,
855,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,S,
856,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,M,
857,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,L,
858,"Half-Finger Gloves, S",Clothing,Gloves,S,
859,"Half-Finger Gloves, M",Clothing,Gloves,M,
860,"Half-Finger Gloves, L",Clothing,Gloves,L,
861,"Full-Finger Gloves, S",Clothing,Gloves,S,
862,"Full-Finger Gloves, M",Clothing,Gloves,M,
863,"Full-Finger Gloves, L",Clothing,Gloves,L,
864,"Classic Vest, S",Clothing,Vests,S,
865,"Classic Vest, M",Clothing,Vests,M,
866,"Classic Vest, L",Clothing,Vests,L,
867,"Women's Mountain Shorts, S",Clothing,Shorts,S,
868,"Women's Mountain Shorts, M",Clothing,Shorts,M,
869,"Women's Mountain Shorts, L",Clothing,Shorts,L,
874,"Racing Socks, M",Clothing,Socks,M,
875,"Racing Socks, L",Clothing,Socks,L,
880,Hydration Pack - 70 oz.,Accessories,Hydration Packs,70,
881,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,S,
882,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,M,
883,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,L,
884,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,XL,
507,LL Mountain Rim,No Consta,No Consta,,435 G
508,ML Mountain Rim,No Consta,No Consta,,450 G
509,HL Mountain Rim,No Consta,No Consta,,400 G
510,LL Road Rim,No Consta,No Consta,,445 G
511,ML Road Rim,No Consta,No Consta,,450 G
512,HL Road Rim,No Consta,No Consta,,400 G
513,Touring Rim,No Consta,No Consta,,460 G
749,"Road-150 Red, 62",Bikes,Road Bikes,62 CM,15 LB
750,"Road-150 Red, 44",Bikes,Road Bikes,44 CM,"13,77 LB"
751,"Road-150 Red, 48",Bikes,Road Bikes,48 CM,"14,13 LB"
752,"Road-150 Red, 52",Bikes,Road Bikes,52 CM,"14,42 LB"
753,"Road-150 Red, 56",Bikes,Road Bikes,56 CM,"14,68 LB"
754,"Road-450 Red, 58",Bikes,Road Bikes,58 CM,"17,79 LB"
755,"Road-450 Red, 60",Bikes,Road Bikes,60 CM,"17,9 LB"
756,"Road-450 Red, 44",Bikes,Road Bikes,44 CM,"16,77 LB"
757,"Road-450 Red, 48",Bikes,Road Bikes,48 CM,"17,13 LB"
758,"Road-450 Red, 52",Bikes,Road Bikes,52 CM,"17,42 LB"
759,"Road-650 Red, 58",Bikes,Road Bikes,58 CM,"19,79 LB"
760,"Road-650 Red, 60",Bikes,Road Bikes,60 CM,"19,9 LB"
761,"Road-650 Red, 62",Bikes,Road Bikes,62 CM,20 LB
762,"Road-650 Red, 44",Bikes,Road Bikes,44 CM,"18,77 LB"
763,"Road-650 Red, 48",Bikes,Road Bikes,48 CM,"19,13 LB"
764,"Road-650 Red, 52",Bikes,Road Bikes,52 CM,"19,42 LB"
765,"Road-650 Black, 58",Bikes,Road Bikes,58 CM,"19,79 LB"
766,"Road-650 Black, 60",Bikes,Road Bikes,60 CM,"19,9 LB"
767,"Road-650 Black, 62",Bikes,Road Bikes,62 CM,20 LB
768,"Road-650 Black, 44",Bikes,Road Bikes,44 CM,"18,77 LB"
769,"Road-650 Black, 48",Bikes,Road Bikes,48 CM,"19,13 LB"
770,"Road-650 Black, 52",Bikes,Road Bikes,52 CM,"19,42 LB"
771,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,38 CM,"20,35 LB"
772,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,42 CM,"20,77 LB"
773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,44 CM,"21,13 LB"
774,"Mountain-100 Silver, 48",Bikes,Mountain Bikes,48 CM,"21,42 LB"
775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,38 CM,"20,35 LB"
776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,42 CM,"20,77 LB"
777,"Mountain-100 Black, 44",Bikes,Mountain Bikes,44 CM,"21,13 LB"
778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,48 CM,"21,42 LB"
779,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,38 CM,"23,35 LB"
780,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,42 CM,"23,77 LB"
781,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,46 CM,"24,13 LB"
782,"Mountain-200 Black, 38",Bikes,Mountain Bikes,38 CM,"23,35 LB"
783,"Mountain-200 Black, 42",Bikes,Mountain Bikes,42 CM,"23,77 LB"
784,"Mountain-200 Black, 46",Bikes,Mountain Bikes,46 CM,"24,13 LB"
785,"Mountain-300 Black, 38",Bikes,Mountain Bikes,38 CM,"25,35 LB"
786,"Mountain-300 Black, 40",Bikes,Mountain Bikes,40 CM,"25,77 LB"
787,"Mountain-300 Black, 44",Bikes,Mountain Bikes,44 CM,"26,13 LB"
788,"Mountain-300 Black, 48",Bikes,Mountain Bikes,48 CM,"26,42 LB"
789,"Road-250 Red, 44",Bikes,Road Bikes,44 CM,"14,77 LB"
790,"Road-250 Red, 48",Bikes,Road Bikes,48 CM,"15,13 LB"
791,"Road-250 Red, 52",Bikes,Road Bikes,52 CM,"15,42 LB"
792,"Road-250 Red, 58",Bikes,Road Bikes,58 CM,"15,79 LB"
793,"Road-250 Black, 44",Bikes,Road Bikes,44 CM,"14,77 LB"
794,"Road-250 Black, 48",Bikes,Road Bikes,48 CM,"15,13 LB"
795,"Road-250 Black, 52",Bikes,Road Bikes,52 CM,"15,42 LB"
796,"Road-250 Black, 58",Bikes,Road Bikes,58 CM,"15,68 LB"
797,"Road-550-W Yellow, 38",Bikes,Road Bikes,38 CM,"17,35 LB"
798,"Road-550-W Yellow, 40",Bikes,Road Bikes,40 CM,"17,77 LB"
799,"Road-550-W Yellow, 42",Bikes,Road Bikes,42 CM,"18,13 LB"
800,"Road-550-W Yellow, 44",Bikes,Road Bikes,44 CM,"18,42 LB"
801,"Road-550-W Yellow, 48",Bikes,Road Bikes,48 CM,"18,68 LB"
953,"Touring-2000 Blue, 60",Bikes,Touring Bikes,60 CM,"27,9 LB"
954,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,46 CM,"25,13 LB"
955,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,50 CM,"25,42 LB"
956,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,54 CM,"25,68 LB"
957,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,60 CM,"25,9 LB"
958,"Touring-3000 Blue, 54",Bikes,Touring Bikes,54 CM,"29,68 LB"
959,"Touring-3000 Blue, 58",Bikes,Touring Bikes,58 CM,"29,9 LB"
960,"Touring-3000 Blue, 62",Bikes,Touring Bikes,62 CM,30 LB
961,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,44 CM,"28,77 LB"
962,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,50 CM,"29,13 LB"
963,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,54 CM,"29,42 LB"
964,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,58 CM,"29,79 LB"
965,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,62 CM,30 LB
966,"Touring-1000 Blue, 46",Bikes,Touring Bikes,46 CM,"25,13 LB"
967,"Touring-1000 Blue, 50",Bikes,Touring Bikes,50 CM,"25,42 LB"
968,"Touring-1000 Blue, 54",Bikes,Touring Bikes,54 CM,"25,68 LB"
969,"Touring-1000 Blue, 60",Bikes,Touring Bikes,60 CM,"25,9 LB"
970,"Touring-2000 Blue, 46",Bikes,Touring Bikes,46 CM,"27,13 LB"
971,"Touring-2000 Blue, 50",Bikes,Touring Bikes,50 CM,"27,42 LB"
972,"Touring-2000 Blue, 54",Bikes,Touring Bikes,54 CM,"27,68 LB"
973,"Road-350-W Yellow, 40",Bikes,Road Bikes,40 CM,"15,35 LB"
974,"Road-350-W Yellow, 42",Bikes,Road Bikes,42 CM,"15,77 LB"
975,"Road-350-W Yellow, 44",Bikes,Road Bikes,44 CM,"16,13 LB"
976,"Road-350-W Yellow, 48",Bikes,Road Bikes,48 CM,"16,42 LB"
977,"Road-750 Black, 58",Bikes,Road Bikes,58 CM,"20,79 LB"
978,"Touring-3000 Blue, 44",Bikes,Touring Bikes,44 CM,"28,77 LB"
979,"Touring-3000 Blue, 50",Bikes,Touring Bikes,50 CM,"29,13 LB"
980,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,38 CM,"26,35 LB"
981,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,40 CM,"26,77 LB"
982,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,42 CM,"27,13 LB"
983,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,46 CM,"27,42 LB"
984,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,40 CM,"27,35 LB"
985,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,42 CM,"27,77 LB"
986,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,44 CM,"28,13 LB"
987,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,48 CM,"28,42 LB"
988,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,52 CM,"28,68 LB"
989,"Mountain-500 Black, 40",Bikes,Mountain Bikes,40 CM,"27,35 LB"
990,"Mountain-500 Black, 42",Bikes,Mountain Bikes,42 CM,"27,77 LB"
991,"Mountain-500 Black, 44",Bikes,Mountain Bikes,44 CM,"28,13 LB"
992,"Mountain-500 Black, 48",Bikes,Mountain Bikes,48 CM,"28,42 LB"
993,"Mountain-500 Black, 52",Bikes,Mountain Bikes,52 CM,"28,68 LB"
997,"Road-750 Black, 44",Bikes,Road Bikes,44 CM,"19,77 LB"
998,"Road-750 Black, 48",Bikes,Road Bikes,48 CM,"20,13 LB"
999,"Road-750 Black, 52",Bikes,Road Bikes,52 CM,"20,42 LB"
680,"HL Road Frame - Black, 58",Components,Road Frames,58 CM,"2,24 LB"
706,"HL Road Frame - Red, 58",Components,Road Frames,58 CM,"2,24 LB"
717,"HL Road Frame - Red, 62",Components,Road Frames,62 CM,"2,3 LB"
718,"HL Road Frame - Red, 44",Components,Road Frames,44 CM,"2,12 LB"
719,"HL Road Frame - Red, 48",Components,Road Frames,48 CM,"2,16 LB"
720,"HL Road Frame - Red, 52",Components,Road Frames,52 CM,"2,2 LB"
721,"HL Road Frame - Red, 56",Components,Road Frames,56 CM,"2,24 LB"
722,"LL Road Frame - Black, 58",Components,Road Frames,58 CM,"2,46 LB"
723,"LL Road Frame - Black, 60",Components,Road Frames,60 CM,"2,48 LB"
724,"LL Road Frame - Black, 62",Components,Road Frames,62 CM,"2,5 LB"
725,"LL Road Frame - Red, 44",Components,Road Frames,44 CM,"2,32 LB"
726,"LL Road Frame - Red, 48",Components,Road Frames,48 CM,"2,36 LB"
727,"LL Road Frame - Red, 52",Components,Road Frames,52 CM,"2,4 LB"
728,"LL Road Frame - Red, 58",Components,Road Frames,58 CM,"2,46 LB"
729,"LL Road Frame - Red, 60",Components,Road Frames,60 CM,"2,48 LB"
730,"LL Road Frame - Red, 62",Components,Road Frames,62 CM,"2,5 LB"
731,"ML Road Frame - Red, 44",Components,Road Frames,44 CM,"2,22 LB"
732,"ML Road Frame - Red, 48",Components,Road Frames,48 CM,"2,26 LB"
733,"ML Road Frame - Red, 52",Components,Road Frames,52 CM,"2,3 LB"
734,"ML Road Frame - Red, 58",Components,Road Frames,58 CM,"2,36 LB"
735,"ML Road Frame - Red, 60",Components,Road Frames,60 CM,"2,38 LB"
736,"LL Road Frame - Black, 44",Components,Road Frames,44 CM,"2,32 LB"
737,"LL Road Frame - Black, 48",Components,Road Frames,48 CM,"2,36 LB"
738,"LL Road Frame - Black, 52",Components,Road Frames,52 CM,"2,4 LB"
739,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,42 CM,"2,72 LB"
740,"HL Mountain Frame - Silver, 44",Components,Mountain Frames,44 CM,"2,76 LB"
741,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,48 CM,"2,8 LB"
742,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,46 CM,"2,84 LB"
743,"HL Mountain Frame - Black, 42",Components,Mountain Frames,42 CM,"2,72 LB"
744,"HL Mountain Frame - Black, 44",Components,Mountain Frames,44 CM,"2,76 LB"
745,"HL Mountain Frame - Black, 48",Components,Mountain Frames,48 CM,"2,8 LB"
746,"HL Mountain Frame - Black, 46",Components,Mountain Frames,46 CM,"2,84 LB"
747,"HL Mountain Frame - Black, 38",Components,Mountain Frames,38 CM,"2,68 LB"
748,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,38 CM,"2,68 LB"
814,"ML Mountain Frame - Black, 38",Components,Mountain Frames,38 CM,"2,73 LB"
818,LL Road Front Wheel,Components,Wheels,,900 G
819,ML Road Front Wheel,Components,Wheels,,850 G
820,HL Road Front Wheel,Components,Wheels,,650 G
822,"ML Road Frame-W - Yellow, 38",Components,Road Frames,38 CM,"2,18 LB"
826,LL Road Rear Wheel,Components,Wheels,,1050 G
827,ML Road Rear Wheel,Components,Wheels,,1000 G
828,HL Road Rear Wheel,Components,Wheels,,890 G
830,"ML Mountain Frame - Black, 40",Components,Mountain Frames,40 CM,"2,77 LB"
831,"ML Mountain Frame - Black, 44",Components,Mountain Frames,44 CM,"2,81 LB"
832,"ML Mountain Frame - Black, 48",Components,Mountain Frames,48 CM,"2,85 LB"
833,"ML Road Frame-W - Yellow, 40",Components,Road Frames,40 CM,"2,22 LB"
834,"ML Road Frame-W - Yellow, 42",Components,Road Frames,42 CM,"2,26 LB"
835,"ML Road Frame-W - Yellow, 44",Components,Road Frames,44 CM,"2,3 LB"
836,"ML Road Frame-W - Yellow, 48",Components,Road Frames,48 CM,"2,34 LB"
837,"HL Road Frame - Black, 62",Components,Road Frames,62 CM,"2,3 LB"
838,"HL Road Frame - Black, 44",Components,Road Frames,44 CM,"2,12 LB"
839,"HL Road Frame - Black, 48",Components,Road Frames,48 CM,"2,16 LB"
840,"HL Road Frame - Black, 52",Components,Road Frames,52 CM,"2,2 LB"
